,Conditions,Drug,Smiles,Phases,Disease
2736,Alcohol Use Disorder,Lacosamide,CC(=O)NC(COC)C(=O)NCC1=CC=CC=C1,PHASE1,mental_and_behavioural_disorder
2737,"Carcinoma, Non-Small-Cell Lung|Depression",Mirtazapine,CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4,PHASE2,mental_and_behavioural_disorder
2738,"Depressive Disorder, Treatment-Resistant",Ebselen,C1=CC=C(C=C1)N2C(=O)C3=CC=CC=C3[Se]2,PHASE1,mental_and_behavioural_disorder
2739,Unipolar Depression,Enoxolone,CC1(C2CCC3(C(C2(CCC1O)C)C(=O)C=C4C3(CCC5(C4CC(CC5)(C)C(=O)O)C)C)C)C,PHASE1|PHASE2,mental_and_behavioural_disorder
2740,Attention Deficit Hyperactivity Disorder,Solriamfetol,C1=CC=C(C=C1)CC(COC(=O)N)N,PHASE2|PHASE3,mental_and_behavioural_disorder
2741,Schizophrenia|Alcohol Use Disorder,Samidorphan,C1CC1CN2CCC34CC(=O)CCC3(C2CC5=C4C(=C(C=C5)C(=O)N)O)O,PHASE2,mental_and_behavioural_disorder
2742,Bipolar Disorder,Felbamate,C1=CC=C(C=C1)C(COC(=O)N)COC(=O)N,PHASE2,mental_and_behavioural_disorder
2743,Disorder of Consciousness,Apomorphine,CN1CCC2=C3C1CC4=C(C3=CC=C2)C(=C(C=C4)O)O,PHASE2,mental_and_behavioural_disorder
2744,"Depressive Disorder, Treatment-Resistant",Quinidine,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O,PHASE2,mental_and_behavioural_disorder
2745,Bipolar Depression,Asenapine,CN1CC2C(C1)C3=C(C=CC(=C3)Cl)OC4=CC=CC=C24,PHASE2,mental_and_behavioural_disorder
2746,Stress Urinary Incontinence,Fesoterodine,CC(C)C(=O)OC1=C(C=C(C=C1)CO)C(CCN(C(C)C)C(C)C)C2=CC=CC=C2,PHASE2,mental_and_behavioural_disorder
2747,Cocaine-Related Disorders,Tryptophan,C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)N,PHASE2,mental_and_behavioural_disorder
2748,Major Depressive Disorder,Diphenhydramine,CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2,PHASE1,mental_and_behavioural_disorder
2749,Cocaine Addiction,Vigabatrin,C=CC(CCC(=O)O)N,PHASE1,mental_and_behavioural_disorder
2750,Overactive Bladder,Tolterodine,CC1=CC(=C(C=C1)O)C(CCN(C(C)C)C(C)C)C2=CC=CC=C2,PHASE2,mental_and_behavioural_disorder
2751,Cocaine Abuse,Disulfiram,CCN(CC)C(=S)SSC(=S)N(CC)CC,PHASE1,mental_and_behavioural_disorder
2752,Obsessive-Compulsive Disorder|Pediatric Psychiatric Disorder,Celecoxib,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F,PHASE2,mental_and_behavioural_disorder
2753,G6PD Normal|G6PD Deficient|Healthy,Primaquine,CC(CCCN)NC1=C2C(=CC(=C1)OC)C=CC=N2,PHASE1,metabolic_disease
2754,Minimal Hepatic Encephalopathy,Rifaximin,CC1C=CC=C(C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)OC(C4=O)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C5=C2N6C=CC(=CC6=N5)C)O)C,PHASE1|PHASE2,metabolic_disease
2755,"Diabetes Mellitus, Type 1|Hypoglycemia|Hypoglycemia Unawareness",Dapagliflozin,CCOC1=CC=C(C=C1)CC2=C(C=CC(=C2)C3C(C(C(C(O3)CO)O)O)O)Cl,PHASE2,metabolic_disease
2756,SIADH,Empagliflozin,C1COCC1OC2=CC=C(C=C2)CC3=C(C=CC(=C3)C4C(C(C(C(O4)CO)O)O)O)Cl,PHASE2|PHASE3,metabolic_disease
2757,SIADH,Ciclosporin,CCC1C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)C(C(C)CC=CC)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C,PHASE2|PHASE3,metabolic_disease
2758,SIADH,Chloroquine,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl,PHASE2|PHASE3,metabolic_disease
2759,Hyperlipidemia|Diabetes,Metformin,CN(C)C(=N)N=C(N)N,PHASE1,metabolic_disease
2760,Hyperlipidemia|Diabetes,Rosuvastatin,CC(C)C1=NC(=NC(=C1C=CC(CC(CC(=O)O)O)O)C2=CC=C(C=C2)F)N(C)S(=O)(=O)C,PHASE1,metabolic_disease
2761,Methemoglobinemia|Linear IgA Bullous Dermatosis,Dapsone,C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)N,PHASE1,metabolic_disease
2762,"Ultraviolet Rays|Immunosuppression|Hypersensitivity, Delayed|Immune Tolerance/Drug Effects",Diphencyprone,C1=CC=C(C=C1)C2=C(C2=O)C3=CC=CC=C3,PHASE1,metabolic_disease
2763,Gout,Colchicine,CC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,PHASE1,metabolic_disease
2764,Gout,Febuxostat,CC1=C(SC(=N1)C2=CC(=C(C=C2)OCC(C)C)C#N)C(=O)O,PHASE1,metabolic_disease
2765,Coronary Artery Disease|Type 2 Diabetes Mellitus,Pioglitazone,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3,PHASE2|PHASE3,metabolic_disease
2766,Hypercholesterolemia,Atorvastatin,CC(C)C1=C(C(=C(N1CCC(CC(CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4,PHASE2,metabolic_disease
2767,Advanced Solid Tumors|Lymphoma,Ixazomib,B(C(CC(C)C)NC(=O)CNC(=O)C1=C(C=CC(=C1)Cl)Cl)(O)O,PHASE1,metabolic_disease
2768,Neurodegenerative Disease|Iron Overload,Deferiprone,CC1=C(C(=O)C=CN1C)O,PHASE2,metabolic_disease
2769,Hypertriglyceridemia,Simvastatin,CCC(C)(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,PHASE1,metabolic_disease
2770,"Diabetes Mellitus, Type 2",Glimepiride,CCC1=C(CN(C1=O)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCC(CC3)C)C,PHASE1,metabolic_disease
2771,Amyotrophic Lateral Sclerosis|ALS,Ciprofloxacin,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O,PHASE2,metabolic_disease
2772,Amyotrophic Lateral Sclerosis|ALS,Celecoxib,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F,PHASE2,metabolic_disease
2773,Type 2 Diabetes Mellitus,Liraglutide,CCCCCCCCCCCCCCCC(=O)NC(CCC(=O)NCCCCC(C(=O)NC(CCC(=O)O)C(=O)NC(CC1=CC=CC=C1)C(=O)NC(C(C)CC)C(=O)NC(C)C(=O)NC(CC2=CNC3=CC=CC=C32)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)O)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CCC(=O)N)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(C(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CC5=CC=CC=C5)NC(=O)C(C(C)O)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(C)NC(=O)C(CC6=CN=CN6)N)C(=O)O,PHASE1,metabolic_disease
2774,Cancers With DNA Repair-Deficiency,Olaparib,C1CC1C(=O)N2CCN(CC2)C(=O)C3=C(C=CC(=C3)CC4=NNC(=O)C5=CC=CC=C54)F,PHASE2,metabolic_disease
2775,Cancers With DNA Repair-Deficiency,Trabectedin,CC1=CC2=C(C3C4C5C6=C(C(=C7C(=C6C(N4C(C(C2)N3C)O)COC(=O)C8(CS5)C9=CC(=C(C=C9CCN8)O)OC)OCO7)C)OC(=O)C)C(=C1OC)O,PHASE2,metabolic_disease
2776,"Gaucher Disease, Type 1|Cerebroside Lipidosis Syndrome|Glucocerebrosidase Deficiency Disease|Glucosylceramide Beta-Glucosidase Deficiency Disease|Gaucher Disease, Non-Neuronopathic Form",Eliglustat,CCCCCCCC(=O)NC(CN1CCCC1)C(C2=CC3=C(C=C2)OCCO3)O,PHASE2,metabolic_disease
2777,Type 1 Diabetes|Hypoglycemia,Pitolisant,C1CCN(CC1)CCCOCCCC2=CC=C(C=C2)Cl,PHASE1,metabolic_disease
2778,"Gaucher Disease, Type 1",Ambroxol,C1CC(CCC1NCC2=C(C(=CC(=C2)Br)Br)N)O,PHASE2,metabolic_disease
2779,Euglycemia|Hypoglycemia|Hyperglycemia,Exenatide,CCC(C)C(C(=O)NC(CCC(=O)O)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)NC(CC(=O)N)C(=O)NCC(=O)NCC(=O)N3CCCC3C(=O)NC(CO)C(=O)NC(CO)C(=O)NCC(=O)NC(C)C(=O)N4CCCC4C(=O)N5CCCC5C(=O)N6CCCC6C(=O)NC(CO)C(=O)N)NC(=O)C(CC7=CC=CC=C7)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(C(C)C)NC(=O)C(C)NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CCSC)NC(=O)C(CCC(=O)N)NC(=O)C(CCCCN)NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CC8=CC=CC=C8)NC(=O)C(C(C)O)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)CNC(=O)C(CC9=CNC=N9)N,PHASE1|PHASE2,metabolic_disease
2780,Adenosine Deaminase Deficiency|Autosomal Recessive Disorder|Immune System Disorder|Purine-Nucleoside Phosphorylase Deficiency|Severe Combined Immunodeficiency|Severe Combined Immunodeficiency With Absence of T and B Cells|X-Linked Severe Combined Immunodeficiency,Cyclosporine,CCC1C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)C(C(C)CC=CC)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C,PHASE1,metabolic_disease
2781,Adenosine Deaminase Deficiency|Autosomal Recessive Disorder|Immune System Disorder|Purine-Nucleoside Phosphorylase Deficiency|Severe Combined Immunodeficiency|Severe Combined Immunodeficiency With Absence of T and B Cells|X-Linked Severe Combined Immunodeficiency,Mycophenolate,CC1=C2COC(=O)C2=C(C(=C1OC)CC=C(C)CCC(=O)O)O,PHASE1,metabolic_disease
2782,Hyperlipidemia,Sitagliptin,C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)CC(CC3=CC(=C(C=C3F)F)F)N,PHASE2|PHASE3,metabolic_disease
2783,Hypercholesterolemia,Ezetimibe,C1=CC(=CC=C1C2C(C(=O)N2C3=CC=C(C=C3)F)CCC(C4=CC=C(C=C4)F)O)O,PHASE2,metabolic_disease
2784,Type 1 Diabetes Mellitus,Tacrolimus,CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(C=C(C1)C)CC=C)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC,PHASE2,metabolic_disease
2785,Dyslipidemia,Evacetrapib,CC1=CC(=C2C(=C1)C(CCCN2CC3CCC(CC3)C(=O)O)N(CC4=CC(=CC(=C4)C(F)(F)F)C(F)(F)F)C5=NN(N=N5)C)C,PHASE1,metabolic_disease
2786,Hyperlipidemia|HIV,Pitavastatin,C1CC1C2=NC3=CC=CC=C3C(=C2C=CC(CC(CC(=O)O)O)O)C4=CC=C(C=C4)F,PHASE1,metabolic_disease
2787,Hyperlipidemia|HIV,Darunavir,CC(C)CN(CC(C(CC1=CC=CC=C1)NC(=O)OC2COC3C2CCO3)O)S(=O)(=O)C4=CC=C(C=C4)N,PHASE1,metabolic_disease
2788,Hyperlipidemia|HIV,Ritonavir,CC(C)C1=NC(=CS1)CN(C)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=CC=C2)CC(C(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O,PHASE1,metabolic_disease
2789,Hyperlipidemia|HIV,Efavirenz,C1CC1C#CC2(C3=C(C=CC(=C3)Cl)NC(=O)O2)C(F)(F)F,PHASE1,metabolic_disease
2790,Type 2 Diabetes Mellitus,Bexagliflozin,C1CC1OCCOC2=CC=C(C=C2)CC3=C(C=CC(=C3)C4C(C(C(C(O4)CO)O)O)O)Cl,PHASE1,metabolic_disease
2791,Type 2 Diabetes Mellitus,Probenecid,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)O,PHASE1,metabolic_disease
2792,Type 2 Diabetes Mellitus,Rifampin,CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C)C,PHASE1,metabolic_disease
2793,Type 2 Diabetes Mellitus,Rifampicin,CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C)C,PHASE1,metabolic_disease
2794,Type 2 Diabetes Mellitus,Verapamil,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC,PHASE1,metabolic_disease
2795,"Diabetes Mellitus, Type 2",Canagliflozin,CC1=C(C=C(C=C1)C2C(C(C(C(O2)CO)O)O)O)CC3=CC=C(S3)C4=CC=C(C=C4)F,PHASE1,metabolic_disease
2796,Non Familial Chylocmicronemia Syndrome (Non-FCS),Fenofibrate,CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl,PHASE2,metabolic_disease
2797,Alkaptonuria,Nitisinone,C1CC(=O)C(C(=O)C1)C(=O)C2=C(C=C(C=C2)C(F)(F)F)[N+](=O)[O-],PHASE2,metabolic_disease
2798,"Gout|Arthritis, Gouty|Hyperuricemia|Gout Chronic",Allopurinol,C1=NNC2=C1C(=O)NC=N2,PHASE2,metabolic_disease
2799,Post-Bariatric Hypoglycemia,Pasireotide,C1C(CN2C1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C2=O)CC3=CC=CC=C3)CC4=CC=C(C=C4)OCC5=CC=CC=C5)CCCCN)CC6=CNC7=CC=CC=C76)C8=CC=CC=C8)OC(=O)NCCN,PHASE2,metabolic_disease
2800,Pre-diabetes|Obesity,Salsalate,C1=CC=C(C(=C1)C(=O)OC2=CC=CC=C2C(=O)O)O,PHASE1,metabolic_disease
2801,"Diabetes Mellitus, Type 2",Vildagliptin,C1CC(N(C1)C(=O)CNC23CC4CC(C2)CC(C4)(C3)O)C#N,PHASE1|PHASE2,metabolic_disease
2802,Non-Insulin-Dependent Diabetes Mellitus|Obesity,Orlistat,CCCCCCCCCCCC(CC1C(C(=O)O1)CCCCCC)OC(=O)C(CC(C)C)NC=O,PHASE2,metabolic_disease
2803,Pompe Disease,Sirolimus,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)O)C)C)O)OC)C)C)C)OC,PHASE1,metabolic_disease
2804,Pompe Disease,Diphenhydramine,CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2,PHASE1,metabolic_disease
2805,Pompe Disease,Acetaminophen,CC(=O)NC1=CC=C(C=C1)O,PHASE1,metabolic_disease
2806,Pompe Disease,Lidocaine,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,PHASE1,metabolic_disease
2807,Insulin Resistance|Diabetes Mellitus|Abnormal Glucose Metabolism,Liothyronine,C1=CC(=C(C=C1OC2=C(C=C(C=C2I)CC(C(=O)O)N)I)I)O,PHASE2,metabolic_disease
2808,Gout,Arhalofenate,CC(=O)NCCOC(=O)C(C1=CC=C(C=C1)Cl)OC2=CC=CC(=C2)C(F)(F)F,PHASE2,metabolic_disease
2809,Pompe Disease,Duvoglustat,C1C(C(C(C(N1)CO)O)O)O,PHASE2,metabolic_disease
2810,Barth Syndrome,Elamipretide,CC1=CC(=CC(=C1CC(C(=O)NC(CCCCN)C(=O)NC(CC2=CC=CC=C2)C(=O)N)NC(=O)C(CCCN=C(N)N)N)C)O,PHASE2|PHASE3,metabolic_disease
2811,Obesity,Propofol,CC(C)C1=C(C(=CC=C1)C(C)C)O,PHASE1,metabolic_disease
2812,Obesity,Fentanyl,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,PHASE1,metabolic_disease
2813,Obesity|Hypoandrogenism,Clomifene,CCN(CC)CCOC1=CC=C(C=C1)C(=C(C2=CC=CC=C2)Cl)C3=CC=CC=C3,PHASE2,metabolic_disease
2814,Obesity|Hypoandrogenism,Clomiphene,CCN(CC)CCOC1=CC=C(C=C1)C(=C(C2=CC=CC=C2)Cl)C3=CC=CC=C3,PHASE2,metabolic_disease
2815,Hypoglycemia,Dasiglucagon,CC(C)CC(C(=O)NC(CCC(=O)O)C(=O)NC(CO)C(=O)NC(C(C)O)C(=O)O)NC(=O)C(CC1=CNC2=CC=CC=C21)NC(=O)C(CCCCN)NC(=O)C(C(C)C)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(C)NC(=O)C(CCCNC(=N)N)NC(=O)C(C)NC(=O)C(C)(C)NC(=O)C(CC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CCCCN)NC(=O)C(CO)NC(=O)C(CC5=CC=C(C=C5)O)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CC6=CC=CC=C6)NC(=O)C(C(C)O)NC(=O)CNC(=O)C(CCC(=O)N)NC(=O)C(CO)NC(=O)C(CC7=CNC=N7)N,PHASE1,metabolic_disease
2816,Type 2 Diabetes Mellitus,Saxagliptin,C1C2CC2N(C1C#N)C(=O)C(C34CC5CC(C3)CC(C5)(C4)O)N,PHASE1,metabolic_disease
2817,"Diabetes Mellitus, Type 2",Midazolam,CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4F,PHASE1,metabolic_disease
2818,"Diabetes Mellitus, Type 2",Rosiglitazone,CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3,PHASE1,metabolic_disease
2819,"Diabetes Mellitus, Type 2",Flurbiprofen,CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)O,PHASE1,metabolic_disease
2820,Frontotemporal Dementia,Methylprednisolone,CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O,PHASE1|PHASE2,metabolic_disease
2821,Frontotemporal Dementia,Prednisone,CC12CC(=O)C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C,PHASE1|PHASE2,metabolic_disease
2822,Metastatic Colorectal Cancers|Metastatic Gastric Cancers|Metastatic Oesophageal Cancers|Metastatic Pancreatic Cancers|Metastatic Biliary Cancers|Metastatic Breast Cancers,Capecitabine,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)C2C(C(C(O2)C)O)O,PHASE1,metabolic_disease
2823,Healthy Subjects,Lenomorelin,CCCCCCCC(=O)OCC(C(=O)NC(CO)C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)N2CCCC2C(=O)NC(CCC(=O)O)C(=O)NC(CC3=CNC=N3)C(=O)NC(CCC(=O)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(C(C)C)C(=O)NC(CCC(=O)N)C(=O)NC(CCC(=O)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)NC(CCC(=O)O)C(=O)NC(CO)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)N4CCCC4C(=O)N5CCCC5C(=O)NC(C)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)N)C(=O)N6CCCC6C(=O)NC(CCCNC(=N)N)C(=O)O)NC(=O)CN,PHASE1,metabolic_disease
2824,Amyotrophic Lateral Sclerosis (ALS),Pimozide,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,PHASE2,metabolic_disease
2825,"Diabetes Mellitus, Type 2",Linagliptin,CC#CCN1C2=C(N=C1N3CCCC(C3)N)N(C(=O)N(C2=O)CC4=NC5=CC=CC=C5C(=N4)C)C,PHASE2,metabolic_disease
2826,Glycogen Storage Disease Type V,Triheptanoin,CCCCCCC(=O)OCC(COC(=O)CCCCCC)OC(=O)CCCCCC,PHASE2,metabolic_disease
2827,"Niemann-Pick Disease, Type C",Adrabetadex,CC(COCC1C2CC(C(O1)OC3C(OC(C(C3O)OCC(C)O)OC4C(OC(C(C4O)O)OC5C(OC(C(C5O)O)OC6C(OC(C(C6O)O)OC7C(OC(C(C7O)O)OC8C(OC(O2)C(C8O)O)COCC(C)O)CO)COCC(C)O)CO)CO)CO)O)O,PHASE2|PHASE3,metabolic_disease
2828,Diabetes Mellitus Type 2,Roflumilast,C1CC1COC2=C(C=CC(=C2)C(=O)NC3=C(C=NC=C3Cl)Cl)OC(F)F,PHASE2,metabolic_disease
2829,Syndromic Ichthyoses|CHILD Syndrome|Smith Lemli Opitz Syndrome|Conradi Syndrome,Lovastatin,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,PHASE2,metabolic_disease
2830,Recurrent Malignant Glioma,Irinotecan,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7,PHASE2,metabolic_disease
2831,Thalassemia|Iron Overload|Hemochromatosis,Nifedipine,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,PHASE1,metabolic_disease
2832,Acute Myeloid Leukemia in Remission|de Novo Myelodysplastic Syndrome|Fanconi Anemia|Previously Treated Myelodysplastic Syndrome,Cyclophosphamide,C1CNP(=O)(OC1)N(CCCl)CCCl,PHASE2,metabolic_disease
2833,Acute Myeloid Leukemia in Remission|de Novo Myelodysplastic Syndrome|Fanconi Anemia|Previously Treated Myelodysplastic Syndrome,Fludarabine,C1=NC2=C(N=C(N=C2N1C3C(C(C(O3)CO)O)O)F)N,PHASE2,metabolic_disease
2834,Dyslipidemia,Muraglitazar,CC1=C(N=C(O1)C2=CC=CC=C2)CCOC3=CC=C(C=C3)CN(CC(=O)O)C(=O)OC4=CC=C(C=C4)OC,PHASE2|PHASE3,metabolic_disease
2835,"Diabetes Mellitus, Type 2",Metoprolol,CC(C)NCC(COC1=CC=C(C=C1)CCOC)O,PHASE1,metabolic_disease
2836,"Diabetes Mellitus, Type 2",Lisinopril,C1CC(N(C1)C(=O)C(CCCCN)NC(CCC2=CC=CC=C2)C(=O)O)C(=O)O,PHASE1,metabolic_disease
2837,"Diabetes Mellitus, Type 2",Warfarin,CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O,PHASE1,metabolic_disease
2838,"Diabetes Mellitus, Type 2",Lixisenatide,CCC(C)C(C(=O)NC(CCC(=O)O)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)NC(CC(=O)N)C(=O)NCC(=O)NCC(=O)N3CCCC3C(=O)NC(CO)C(=O)NC(CO)C(=O)NCC(=O)NC(C)C(=O)N4CCCC4C(=O)N5CCCC5C(=O)NC(CO)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)N)NC(=O)C(CC6=CC=CC=C6)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(C(C)C)NC(=O)C(C)NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CCSC)NC(=O)C(CCC(=O)N)NC(=O)C(CCCCN)NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CC7=CC=CC=C7)NC(=O)C(C(C)O)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)CNC(=O)C(CC8=CNC=N8)N,PHASE1,metabolic_disease
2839,"Diabetes Mellitus, Type 2",Donepezil,COC1=C(C=C2C(=C1)CC(C2=O)CC3CCN(CC3)CC4=CC=CC=C4)OC,PHASE2,metabolic_disease
2840,HIV Infections|Cachexia|Anorexia|AIDS Wasting Syndrome|HIV Wasting Syndrome,Megestrol,CC1=CC2C(CCC3(C2CCC3(C(=O)C)O)C)C4(C1=CC(=O)CC4)C,PHASE2,metabolic_disease
2841,Venous Thromboembolism|Deep Venous Thrombosis|Pulmonary Embolus|Reconstructive Surgery,Enoxaparin,CC(=O)NC1C(C(C(OC1O)COS(=O)(=O)O)OC2C(C(C(C(O2)C(=O)O)OC3C(C(C(C(O3)CO)OC4C(C(C(C(O4)C(=O)O)O)O)OS(=O)(=O)O)OS(=O)(=O)O)NS(=O)(=O)O)O)OS(=O)(=O)O)O,PHASE2,metabolic_disease
2842,Restless Legs Syndrome,Ropinirole,CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1,PHASE1,metabolic_disease
2843,End Stage Renal Disease,Cholecalciferol,CC(C)CCCC(C)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C,PHASE2|PHASE3,metabolic_disease
2844,"Diabetes Mellitus, Type II",Lobeglitazone,CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC(=NC=N3)OC4=CC=C(C=C4)OC,PHASE1,metabolic_disease
2845,Glucocorticoid-Associated Osteopenia and Osteoporosis,Alendronate,C(CC(O)(P(=O)(O)O)P(=O)(O)O)CN,PHASE2|PHASE3,metabolic_disease
2846,Chronic Diarrhea|Irritable Bowel Syndrome With Diarrhea|Bile Acid Malabsorption,Colesevelam,CCCCCCCCCCNCC=C.C[N+](C)(C)CCCCCCNCC=C.C=CCN.C1C(O1)CCl.Cl.[Cl-],PHASE2,metabolic_disease
2847,Type 2 Diabetes Mellitus|Healthy Subjects,Sotagliflozin,CCOC1=CC=C(C=C1)CC2=C(C=CC(=C2)C3C(C(C(C(O3)SC)O)O)O)Cl,PHASE1,metabolic_disease
