,Unnamed: 0,Conditions,Drug,Smiles,Phases,Study Status,Disease
5485,10708,Temporomandibular Joint Disorders|Temporomandibular Joint Dysfunction Syndrome|Temporomandibular Joint Pain,Nimesulide,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2,PHASE2,,nervous_system_disease
5484,10692,Idiopathic Hypersomnia,Pentetrazol,C1CCC2=NN=NN2CC1,PHASE2,,nervous_system_disease
5483,10677,Familial Dysautonomia,Kinetin,C1=COC(=C1)CNC2=NC=NC3=C2NC=N3,PHASE1,,nervous_system_disease
5482,10665,Alzheimer's Disease,Verubecestat,CC1(CS(=O)(=O)N(C(=N1)N)C)C2=C(C=CC(=C2)NC(=O)C3=NC=C(C=C3)F)F,PHASE2|PHASE3,,nervous_system_disease
5481,10628,ALS (Amyotrophic Lateral Sclerosis),Lunasine,CC(C)C1CC2=C(C3=C(C(=CC=C3)OC)[N+](=C2O1)C)OC,PHASE2,,nervous_system_disease
5477,10451,Hearing Loss,Ofloxacin,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,PHASE1,,nervous_system_disease
5476,10415,Post-dural Puncture Headache,Cosyntropin,CC(C)C(C(=O)NCC(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)N1CCCC1C(=O)NC(C(C)C)C(=O)NC(CCCCN)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=C(C=C2)O)C(=O)N3CCCC3C(=O)O)NC(=O)C4CCCN4C(=O)C(CCCCN)NC(=O)CNC(=O)C(CC5=CNC6=CC=CC=C65)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC7=CC=CC=C7)NC(=O)C(CC8=CNC=N8)NC(=O)C(CCC(=O)O)NC(=O)C(CCSC)NC(=O)C(CO)NC(=O)C(CC9=CC=C(C=C9)O)NC(=O)C(CO)N,PHASE2,,nervous_system_disease
5475,10414,Post-dural Puncture Headache,Tetracosactide,CC(C)C(C(=O)NCC(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)N1CCCC1C(=O)NC(C(C)C)C(=O)NC(CCCCN)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=C(C=C2)O)C(=O)N3CCCC3C(=O)O)NC(=O)C4CCCN4C(=O)C(CCCCN)NC(=O)CNC(=O)C(CC5=CNC6=CC=CC=C65)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC7=CC=CC=C7)NC(=O)C(CC8=CNC=N8)NC(=O)C(CCC(=O)O)NC(=O)C(CCSC)NC(=O)C(CO)NC(=O)C(CC9=CC=C(C=C9)O)NC(=O)C(CO)N,PHASE2,,nervous_system_disease
5474,10405,Fabry Disease,Lucerastat,CCCCN1CC(C(C(C1CO)O)O)O,PHASE1,,nervous_system_disease
5473,10395,Ischemic Stroke|Post-stroke Cognitive Impairment,Cromolyn,C1=CC2=C(C(=C1)OCC(COC3=CC=CC4=C3C(=O)C=C(O4)C(=O)O)O)C(=O)C=C(O2)C(=O)O,PHASE2,,nervous_system_disease
5472,10364,Osteogenesis Imperfecta,Risedronate,C1=CC(=CN=C1)CC(O)(P(=O)(O)O)P(=O)(O)O,APPROVED,,nervous_system_disease
5471,10331,Diabetic Gastroparesis,Nimacimab,,PHASE2,,nervous_system_disease
5469,10274,Carotid Disease|Atherosclerosis,Menaquinone,,PHASE2,,nervous_system_disease
5468,10263,Apnea|Snoring,Polidocanol,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,PHASE1|PHASE2,,nervous_system_disease
5466,10194,Endometriosis|Pelvic Pain,Raloxifene,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O,PHASE2,,nervous_system_disease
5465,10193,"Dermatomyositis, Adult Type",Apremilast,CCOC1=C(C=CC(=C1)C(CS(=O)(=O)C)N2C(=O)C3=C(C2=O)C(=CC=C3)NC(=O)C)OC,PHASE2,,nervous_system_disease
5463,10171,"Influenza, Human|Arthralgia",Zanamivir,CC(=O)NC1C(C=C(OC1C(C(CO)O)O)C(=O)O)N=C(N)N,PHASE2,,nervous_system_disease
5462,10142,Stroke,Enecadin,CC1=NC(=CC(=N1)OCCCCCN2CCCCC2)C3=CC=C(C=C3)F,PHASE2,,nervous_system_disease
5460,10132,Diffuse Intrinsic Pontine Glioma|Progressive or Refractory High-Grade Glioma,Crenolanib,CC1(COC1)COC2=CC3=C(C=C2)N(C=N3)C4=NC5=C(C=CC=C5N6CCC(CC6)N)C=C4,PHASE1,,nervous_system_disease
5459,10078,Post Operative Analgesia,Nefopam,CN1CCOC(C2=CC=CC=C2C1)C3=CC=CC=C3,APPROVED,,nervous_system_disease
5457,10068,Post Acute Sequelae Covid-19 Hyposmia,Beclomethasone,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)Cl)C,PHASE2,,nervous_system_disease
5456,10027,Parosmia,Ivermectin,CCC(C)C1C(CCC2(O1)CC3CC(O2)CC=C(C(C(C=CC=C4COC5C4(C(C=C(C5O)C)C(=O)O3)O)C)OC6CC(C(C(O6)C)OC7CC(C(C(O7)C)O)OC)OC)C)C,PHASE2,,nervous_system_disease
5455,10022,Parkinsons Disease,Prasinezumab,,PHASE2,,nervous_system_disease
5454,10011,Chronic Stable Angina,Capadenoson,C1=CC(=CC=C1C2=C(C(=NC(=C2C#N)SCC3=CSC(=N3)C4=CC=C(C=C4)Cl)N)C#N)OCCO,PHASE2,,nervous_system_disease
5453,9891,Breast Cancer|Chronic Pain Due to Malignancy (Finding),Sulfasalazine,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=CC(=C(C=C3)O)C(=O)O,PHASE2,,nervous_system_disease
5452,9878,Gastroparesis,Naronapride,COC1CN(CCC1NC(=O)C2=CC(=C(C=C2OC)N)Cl)CCCCCC(=O)OC3CN4CCC3CC4,PHASE2,,nervous_system_disease
5451,9827,Insomnia Disorder,Cannabinol,CCCCCC1=CC(=C2C(=C1)OC(C3=C2C=C(C=C3)C)(C)C)O,PHASE1|PHASE2,,nervous_system_disease
5449,9814,Diabetic Neuropathy,Ruboxistaurin,CN(C)CC1CCN2C=C(C3=CC=CC=C32)C4=C(C5=CN(CCO1)C6=CC=CC=C65)C(=O)NC4=O,PHASE2,,nervous_system_disease
5447,9736,X-Linked Adrenoleukodystrophy|Adrenomyeloneuropathy,Sobetirome,CC1=CC(=CC(=C1CC2=CC(=C(C=C2)O)C(C)C)C)OCC(=O)O,PHASE1,,nervous_system_disease
5446,9708,"Candidiasis, Systemic|Candida Meningitis",Micafungin,CCCCCOC1=CC=C(C=C1)C2=CC(=NO2)C3=CC=C(C=C3)C(=O)NC4CC(C(NC(=O)C5C(C(CN5C(=O)C(NC(=O)C(NC(=O)C6CC(CN6C(=O)C(NC4=O)C(C)O)O)C(C(C7=CC(=C(C=C7)O)OS(=O)(=O)O)O)O)C(CC(=O)N)O)C)O)O)O,PHASE2,,nervous_system_disease
5445,9689,Multiple Sclerosis,Nerispirdine,CCCN(C1=C(C=NC=C1)F)N2C=C(C3=CC=CC=C32)C,PHASE2,,nervous_system_disease
5444,9667,Acute Ischaemic Middle Cerebral Artery Stroke,Piracetam,C1CC(=O)N(C1)CC(=O)N,APPROVED,,nervous_system_disease
5442,9625,Delirium,Zotepine,CN(C)CCOC1=CC2=CC=CC=C2SC3=C1C=C(C=C3)Cl,APPROVED,,nervous_system_disease
5441,9620,Gastroparesis,Granisetron,CN1C2CCCC1CC(C2)NC(=O)C3=NN(C4=CC=CC=C43)C,PHASE2,,nervous_system_disease
5440,9613,Type 2 Diabetic Peripheral Neuropathy (DPN),Metanx,,APPROVED,,nervous_system_disease
5439,9581,Stroke,Desmoteplase,,PHASE2,,nervous_system_disease
5438,9517,Idiopathic Hypersomnia|Narcolepsy,Xywav,,APPROVED,,nervous_system_disease
5435,9398,DYT-1|Dystonia,Ampicillin,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C,PHASE1,,nervous_system_disease
5434,9387,Secondary-progressive Multiple Sclerosis,Siponimod,CCC1=C(C=CC(=C1)C(=NOCC2=CC(=C(C=C2)C3CCCCC3)C(F)(F)F)C)CN4CC(C4)C(=O)O,PHASE2|PHASE3,,nervous_system_disease
5433,9366,Angina|Coronary Disease,Tmr,,PHASE2,,nervous_system_disease
5432,9362,Down Syndrome|Recurrent B Acute Lymphoblastic Leukemia,Thioguanine,C1=NC2=C(N1)C(=S)N=C(N2)N,PHASE2,,nervous_system_disease
5431,9361,Down Syndrome|Recurrent B Acute Lymphoblastic Leukemia,Tioguanine,C1=NC2=C(N1)C(=S)N=C(N2)N,PHASE2,,nervous_system_disease
5430,9360,Down Syndrome|Recurrent B Acute Lymphoblastic Leukemia,Pegaspargase,CC1=CC(=C(C=C1)C(=O)C(=C)CN(C)C)C,PHASE2,,nervous_system_disease
5429,9322,Parkinson Disease,Mesdopetam,CCCNCCOC1=CC(=CC(=C1)S(=O)(=O)C)F,PHASE2,,nervous_system_disease
5427,9284,Neuralgia,Carfentanil,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC3=CC=CC=C3)C(=O)OC,PHASE2,,nervous_system_disease
5425,9245,Narcolepsy With Cataplexy|Narcolepsy|Narcolepsy Without Cataplexy,Mazindol,C1CN2C(=N1)C3=CC=CC=C3C2(C4=CC=C(C=C4)Cl)O,PHASE2,,nervous_system_disease
5423,9109,Knee Osteoarthritis|Arthroplasty Complications|Postoperative Pain,Meloxicam,CC1=CN=C(S1)NC(=O)C2=C(C3=CC=CC=C3S(=O)(=O)N2C)O,APPROVED,,nervous_system_disease
5422,9088,Mitochondrial Diseases|Mitochondrial DNA tRNALeu(UUR) m.3243A<G Mutation|MELAS|Subacute Necrotizing Encephalomyelopathy,Sonlicromanol,CC1=C(C2=C(CCC(O2)(C)C(=O)NC3CCCNC3)C(=C1O)C)C,PHASE2,,nervous_system_disease
5421,9071,Fragile X Syndrome,Arbaclofen,C1=CC(=CC=C1C(CC(=O)O)CN)Cl,PHASE2,,nervous_system_disease
5419,9060,Down Syndrome|Acute Lymphoblastic Leukemia|Childhood Cancer,Mercaptopurine,C1=NC2=C(N1)C(=S)N=CN2,PHASE2,,nervous_system_disease
5417,9056,Down Syndrome|Acute Lymphoblastic Leukemia|Childhood Cancer,Daunorubicin,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)C)O)N)O,PHASE2,,nervous_system_disease
5415,8995,Chronic Inflammatory Demyelinating Polyradiculoneuropathy (CIDP),Rozanolixizumab,,PHASE2,,nervous_system_disease
5414,8984,Amyotrophic Lateral Sclerosis,Ozanezumab,,PHASE2,,nervous_system_disease
5412,8910,Patient-Controlled Analgesia,Dezocine,CC12CCCCCC(C1N)CC3=C2C=C(C=C3)O,APPROVED,,nervous_system_disease
5411,8909,"Muscular Dystrophy, Duchenne",Oxatomide,C1CN(CCN1CCCN2C3=CC=CC=C3NC2=O)C(C4=CC=CC=C4)C5=CC=CC=C5,PHASE2,,nervous_system_disease
5410,8906,"Chronic Migraine, Headache|Overuse Headache Medication",Cannabigerol,CCCCCC1=CC(=C(C(=C1)O)CC=C(C)CCC=C(C)C)O,APPROVED,,nervous_system_disease
5409,8902,Alzheimer's Disease,Piromelatine,COC1=CC2=C(C=C1)NC=C2CCNC(=O)C3=CC(=O)C=CO3,PHASE2|PHASE3,,nervous_system_disease
5408,8869,Relapsing-remitting Multiple Sclerosis,Vatelizumab,,PHASE2,,nervous_system_disease
5405,8827,Brain Metastases,Endostar,CN(CC(=O)C1=CC=CC=C1)N=O,PHASE2,,nervous_system_disease
5404,8794,Alzheimer Disease,Medroxyprogesterone,CC1CC2C(CCC3(C2CCC3(C(=O)C)O)C)C4(C1=CC(=O)CC4)C,PHASE2|PHASE3,,nervous_system_disease
5402,8779,FAP|Familial Amyloid Polyneuropathy|TTR|Transthyretin|Amyloidosis,Inotersen,CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=S)(O)OC3CC(OC3COP(=S)(O)OC4CC(OC4COP(=S)(O)OC5C(OC(C5OCCOC)N6C=NC7=C6N=C(NC7=O)N)COP(=S)(O)OC8C(OC(C8OCCOC)N9C=C(C(=O)NC9=O)C)COP(=S)(O)OC1C(OC(C1OCCOC)N1C=C(C(=O)NC1=O)C)COP(=O)(OC1C(OC(C1OCCOC)N1C=C(C(=NC1=O)N)C)COP(=S)(O)OC1C(OC(C1OCCOC)N1C=C(C(=O)NC1=O)C)CO)S)N1C=NC2=C1N=C(NC2=O)N)N1C=C(C(=O)NC1=O)C)OP(=S)(O)OCC1C(CC(O1)N1C=NC2=C(N=CN=C21)N)OP(=S)(O)OCC1C(CC(O1)N1C=C(C(=NC1=O)N)C)OP(=S)(O)OCC1C(CC(O1)N1C=NC2=C(N=CN=C21)N)OP(=S)(O)OCC1C(CC(O1)N1C=C(C(=O)NC1=O)C)OP(=S)(O)OCC1C(CC(O1)N1C=NC2=C1N=C(NC2=O)N)OP(=S)(O)OCC1C(CC(O1)N1C=NC2=C(N=CN=C21)N)OP(=S)(O)OCC1C(CC(O1)N1C=NC2=C(N=CN=C21)N)OP(=S)(O)OCC1C(C(C(O1)N1C=NC2=C(N=CN=C21)N)OCCOC)OP(=S)(O)OCC1C(C(C(O1)N1C=C(C(=O)NC1=O)C)OCCOC)OP(=S)(O)OCC1C(C(C(O1)N1C=C(C(=NC1=O)N)C)OCCOC)OP(=S)(O)OCC1C(C(C(O1)N1C=C(C(=NC1=O)N)C)OCCOC)OP(=S)(O)OCC1C(C(C(O1)N1C=C(C(=NC1=O)N)C)OCCOC)O,PHASE2|PHASE3,,nervous_system_disease
5401,8739,Asymptomatic Amyloid-positive,Atabecestat,CC1(C=CSC(=N1)N)C2=C(C=CC(=C2)NC(=O)C3=NC=C(C=C3)C#N)F,PHASE2|PHASE3,,nervous_system_disease
5400,8688,Migraine,Naratriptan,CNS(=O)(=O)CCC1=CC2=C(C=C1)NC=C2C3CCN(CC3)C,PHASE1|PHASE2,,nervous_system_disease
5399,8677,"Pain, Acute",Methoxyflurane,COC(C(Cl)Cl)(F)F,APPROVED,,nervous_system_disease
5397,8648,Ischemic Stroke,Reteplase,,PHASE2,,nervous_system_disease
5396,8594,Primary Ciliary Dyskinesia,Ivacaftor,CC(C)(C)C1=CC(=C(C=C1NC(=O)C2=CNC3=CC=CC=C3C2=O)O)C(C)(C)C,PHASE2,,nervous_system_disease
5394,8570,Cerebral Small Vessel Diseases,Azelnidipine,CC1=C(C(C(=C(N1)N)C(=O)OC2CN(C2)C(C3=CC=CC=C3)C4=CC=CC=C4)C5=CC(=CC=C5)[N+](=O)[O-])C(=O)OC(C)C,APPROVED,,nervous_system_disease
5392,8508,Cataract Extraction,Besifloxacin,C1CCN(CC(C1)N)C2=C(C=C3C(=C2Cl)N(C=C(C3=O)C(=O)O)C4CC4)F,APPROVED,,nervous_system_disease
5391,8506,Spinal Cord Injuries,Mecamylamine,CC1(C2CCC(C2)C1(C)NC)C,APPROVED,,nervous_system_disease
5390,8464,Synkinesis|Facial Nerve Palsy,Apraclonidine,C1CN=C(N1)NC2=C(C=C(C=C2Cl)N)Cl,APPROVED,,nervous_system_disease
5386,8389,Congenital Muscular Dystrophy,Omigapil,CN(CC#C)CC1=CC2=CC=CC=C2OC3=CC=CC=C31,PHASE1,,nervous_system_disease
5385,8369,Alzheimer's Disease,Tryptophan,C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)N,APPROVED,,nervous_system_disease
5384,8341,"Stroke, Ischemic",Lenomorelin,CCCCCCCC(=O)OCC(C(=O)NC(CO)C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)N2CCCC2C(=O)NC(CCC(=O)O)C(=O)NC(CC3=CNC=N3)C(=O)NC(CCC(=O)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(C(C)C)C(=O)NC(CCC(=O)N)C(=O)NC(CCC(=O)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)NC(CCC(=O)O)C(=O)NC(CO)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)N4CCCC4C(=O)N5CCCC5C(=O)NC(C)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)N)C(=O)N6CCCC6C(=O)NC(CCCNC(=N)N)C(=O)O)NC(=O)CN,PHASE2,,nervous_system_disease
5383,8340,"Stroke, Ischemic",Ghrelin,,PHASE2,,nervous_system_disease
5381,8272,Advanced Glioblastoma|Metastatic Melanoma in the Central Nervous System|MGMT-Unmethylated Glioblastoma,Crizanlizumab,,PHASE2,,nervous_system_disease
5379,8245,"Niemann-Pick Disease, Type C",Adrabetadex,CC(COCC1C2CC(C(O1)OC3C(OC(C(C3O)OCC(C)O)OC4C(OC(C(C4O)O)OC5C(OC(C(C5O)O)OC6C(OC(C(C6O)O)OC7C(OC(C(C7O)O)OC8C(OC(O2)C(C8O)O)COCC(C)O)CO)COCC(C)O)CO)CO)CO)O)O,PHASE2|PHASE3,,nervous_system_disease
5377,8213,"Brain Cancer|Malignant Brain Tumor|Recurrent Brain Tumor|Progressive Malignant Brain Tumor|Brain Tumor, Pediatric|Brain Tumor Adult",Magrolimab,,PHASE1,,nervous_system_disease
5376,8212,"Multiple Sclerosis, Relapsing-Remitting",Clemastine,CC(C1=CC=CC=C1)(C2=CC=C(C=C2)Cl)OCCC3CCCN3C,PHASE2,,nervous_system_disease
5375,8183,ADHD|Attention Deficit Hyperactivity Disorder|Attention Deficit Disorder With Hyperactivity|Mental Disorders Diagnosed in Childhood|Attention Deficit and Disruptive Behavior Disorders,Cyproheptadine,CN1CCC(=C2C3=CC=CC=C3C=CC4=CC=CC=C42)CC1,APPROVED,,nervous_system_disease
5374,8164,Dyskinesia,Famotidine,C1=C(N=C(S1)N=C(N)N)CSCCC(=NS(=O)(=O)N)N,PHASE2,,nervous_system_disease
5373,8158,"Brain Neoplasms|Malignant Neoplasms, Brain|Brain Tumors",Cositecan,CCC1(C2=C(COC1=O)C(=O)N3CC4=C(C5=CC=CC=C5N=C4C3=C2)CC[Si](C)(C)C)O,PHASE2,,nervous_system_disease
5372,8147,Vascular Dementia,Ergoloid,CCC(C)C1C(=O)N2CCCC2C3(N1C(=O)C(O3)(C(C)C)NC(=O)C4CC5C(CC6=CNC7=CC=CC5=C67)N(C4)C)O.CC(C)CC1C(=O)N2CCCC2C3(N1C(=O)C(O3)(C(C)C)NC(=O)C4CC5C(CC6=CNC7=CC=CC5=C67)N(C4)C)O.CC(C)C1C(=O)N2CCCC2C3(N1C(=O)C(O3)(C(C)C)NC(=O)C4CC5C(CC6=CNC7=CC=CC5=C67)N(C4)C)O.CC(C)C1(C(=O)N2C(C(=O)N3CCCC3C2(O1)O)CC4=CC=CC=C4)NC(=O)C5CC6C(CC7=CNC8=CC=CC6=C78)N(C5)C,PHASE2,,nervous_system_disease
5371,8132,Cryptococcal Meningitis,Efungumab,,PHASE2,,nervous_system_disease
5370,8124,"Neuropathic Pain|Type 2 Diabetes Mellitus|Diabetic Neuropathy, Painful",Cetirizine,C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,APPROVED,,nervous_system_disease
5368,8091,Secondary Hypothyroidism|Hypopituitarism|Hyperlipidemias,Triiodothyronine,C1=CC(=C(C=C1OC2=C(C=C(C=C2I)CC(C(=O)O)N)I)I)O,APPROVED,,nervous_system_disease
5367,8089,Secondary Hypothyroidism|Hypopituitarism|Hyperlipidemias,Thyroxine,C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)CC(C(=O)O)N,APPROVED,,nervous_system_disease
5366,8083,Attention Deficit Disorder With Hyperactivity,Betahistine,CNCCC1=CC=CC=N1,PHASE1,,nervous_system_disease
5365,8076,Chronic Inflammatory Demyelinating Polyneuropathy,Batoclimab,,PHASE2,,nervous_system_disease
5364,7991,Brain Tumor,Fluciclovine,C1C(CC1(C(=O)O)N)F,PHASE2,,nervous_system_disease
5363,7990,Orthostatic Intolerance,Ganirelix,CCNC(=NCCCCC(C(=O)NC(CC(C)C)C(=O)NC(CCCCN=C(NCC)NCC)C(=O)N1CCCC1C(=O)NC(C)C(=O)N)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CN=CC=C3)NC(=O)C(CC4=CC=C(C=C4)Cl)NC(=O)C(CC5=CC6=CC=CC=C6C=C5)NC(=O)C)NCC,PHASE2,,nervous_system_disease
5362,7986,Digestive System Diseases|Disorientation,Alfentanil,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCN3C(=O)N(N=N3)CC)COC,APPROVED,,nervous_system_disease
5361,7982,Neurocysticercosis,Oxfendazole,COC(=O)NC1=NC2=C(N1)C=C(C=C2)S(=O)C3=CC=CC=C3,PHASE1,,nervous_system_disease
5360,7980,Peripheral Nerve Injuries|Pain,Rufinamide,C1=CC(=C(C(=C1)F)CN2C=C(N=N2)C(=O)N)F,PHASE2,,nervous_system_disease
5358,7900,Traumatic Brain Injury|Computed Tomography|Procedural Sedation,Trichloroacetaldehyde,C(=O)C(Cl)(Cl)Cl,PHASE2,,nervous_system_disease
5357,7862,Down Syndrome,Epigallocatechin,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)O,PHASE2,,nervous_system_disease
5356,7853,Fibromyalgia|Pain|Sleep|Fatigue,Cyclobenzaprine,CN(C)CCC=C1C2=CC=CC=C2C=CC3=CC=CC=C31,APPROVED,,nervous_system_disease
5355,7850,CDK Gene Mutation|Metastatic Malignant Neoplasm in the Brain|Metastatic Malignant Solid Neoplasm|NTRK Family Gene Mutation|PI3K Gene Mutation|ROS1 Gene Mutation|KRAS G12C Mutation,Adagrasib,CN1CCCC1COC2=NC3=C(CCN(C3)C4=CC=CC5=C4C(=CC=C5)Cl)C(=N2)N6CCN(C(C6)CC#N)C(=O)C(=C)F,PHASE2,,nervous_system_disease
5353,7819,Hyperalgesia|Allodynia,Fenobam,CN1CC(=O)NC1=NC(=O)NC2=CC(=CC=C2)Cl,PHASE1,,nervous_system_disease
5352,7752,Adult Angiosarcoma|Adult Desmoplastic Small Round Cell Tumor|Adult Epithelioid Sarcoma|Adult Extraskeletal Myxoid Chondrosarcoma|Adult Extraskeletal Osteosarcoma|Adult Fibrosarcoma|Adult Leiomyosarcoma|Adult Liposarcoma|Adult Malignant Mesenchymoma|Adult Malignant Peripheral Nerve Sheath Tumor|Adult Rhabdomyosarcoma|Adult Synovial Sarcoma|Adult Undifferentiated High Grade Pleomorphic Sarcoma of Bone|Childhood Angiosarcoma|Childhood Desmoplastic Small Round Cell Tumor|Childhood Epithelioid Sarcoma|Childhood Fibrosarcoma|Childhood Leiomyosarcoma|Childhood Liposarcoma|Childhood Malignant Mesenchymoma|Childhood Malignant Peripheral Nerve Sheath Tumor|Childhood Pleomorphic Rhabdomyosarcoma|Childhood Rhabdomyosarcoma With Mixed Embryonal and Alveolar Features|Childhood Synovial Sarcoma|Dermatofibrosarcoma Protuberans|Malignant Adult Hemangiopericytoma|Malignant Childhood Hemangiopericytoma|Metastatic Childhood Soft Tissue Sarcoma|Previously Treated Childhood Rhabdomyosarcoma|Recurrent Adult Soft Tissue Sarcoma|Recurrent Childhood Rhabdomyosarcoma|Recurrent Childhood Soft Tissue Sarcoma|Stage III Adult Soft Tissue Sarcoma|Stage IV Adult Soft Tissue Sarcoma|Untreated Childhood Rhabdomyosarcoma,Cixutumumab,,PHASE1,,nervous_system_disease
5351,7633,Non Small Cell Lung Cancer|Brain Metastases,Cadonilimab,,PHASE2,,nervous_system_disease
5350,7590,Subarachnoid Hemorrhage,Prostacyclin,CCCCCC(C=CC1C(CC2C1CC(=CCCCC(=O)O)O2)O)O,PHASE2,,nervous_system_disease
5349,7589,Subarachnoid Hemorrhage,Epoprostenol,CCCCCC(C=CC1C(CC2C1CC(=CCCCC(=O)O)O2)O)O,PHASE2,,nervous_system_disease
5347,7556,Parkinson Disease,Benserazide,C1=CC(=C(C(=C1CNNC(=O)C(CO)N)O)O)O,APPROVED,,nervous_system_disease
5345,7531,Anisocoria,Pilocarpine,CCC1C(COC1=O)CC2=CN=CN2C,APPROVED,,nervous_system_disease
5344,7530,Anisocoria,Tropicamide,CCN(CC1=CC=NC=C1)C(=O)C(CO)C2=CC=CC=C2,APPROVED,,nervous_system_disease
5343,7497,Sleep Initiation and Maintenance Disorders,Eplivanserin,CN(C)CCON=C(C=CC1=CC=C(C=C1)O)C2=CC=CC=C2F,PHASE1,,nervous_system_disease
5342,7455,Essential Tremor,Penpulimab,,PHASE2,,nervous_system_disease
5341,7452,Multiple Sclerosis|Fatigue,Mitoquinone,CC1=C(C(=O)C(=C(C1=O)OC)OC)CCCCCCCCCC[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4,PHASE1|PHASE2,,nervous_system_disease
5340,7442,Mild to Moderate Diabetic Sensorimotor Polyneuropathy,Ranirestat,C1C(=O)NC(=O)C12C(=O)N(C(=O)C3=CC=CN23)CC4=C(C=C(C=C4)Br)F,PHASE2|PHASE3,,nervous_system_disease
5338,7418,Diabetic Gastroparesis,Mosapride,CCOC1=CC(=C(C=C1C(=O)NCC2CN(CCO2)CC3=CC=C(C=C3)F)Cl)N,APPROVED,,nervous_system_disease
5337,7411,Vincristine Induced Neuropathy,Acetylcarnitine,CC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,PHASE2,,nervous_system_disease
5336,7410,Parkinson Disease,Spheramine,,PHASE2,,nervous_system_disease
5334,7390,Metastatic Lung Neuroendocrine Neoplasm|Metastatic Lung Non-Small Cell Carcinoma|Metastatic Lung Small Cell Carcinoma|Metastatic Malignant Neoplasm in the Brain|Stage IV Lung Cancer AJCC v8|Stage IVA Lung Cancer AJCC v8|Stage IVB Lung Cancer AJCC v8,Berzosertib,CC(C)S(=O)(=O)C1=CC=C(C=C1)C2=CN=C(C(=N2)C3=CC(=NO3)C4=CC=C(C=C4)CNC)N,PHASE1,,nervous_system_disease
5331,7316,COVID-19|Olfactory Disorder|Parosmia,Fluvoxamine,COCCCCC(=NOCCN)C1=CC=C(C=C1)C(F)(F)F,PHASE2,,nervous_system_disease
5330,7302,"MPS I|MPS II|MPS IVA|MPS VI|Mps VII|Gaucher Disease, Type 2|Gaucher Disease, Type 3|Pompe Disease Infantile-Onset|Wolman Disease",Iduronidase,,PHASE1,,nervous_system_disease
5329,7238,Autism Spectrum Disorder|Language Disorders,Levoleucovorin,C1C(N(C2=C(N1)N=C(NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O,PHASE2,,nervous_system_disease
5327,7161,Infantile Spasms (IS),Radiprodil,C1CN(CCC1CC2=CC=C(C=C2)F)C(=O)C(=O)NC3=CC4=C(C=C3)NC(=O)O4,PHASE2,,nervous_system_disease
5326,7152,Ischemic Stroke|Indobufen|Aspirin,Indobufen,CCC(C1=CC=C(C=C1)N2CC3=CC=CC=C3C2=O)C(=O)O,APPROVED,,nervous_system_disease
5325,7146,Depression|Acute Ischemic Stroke,Agomelatine,CC(=O)NCCC1=CC=CC2=C1C=C(C=C2)OC,APPROVED,,nervous_system_disease
