,Conditions,Drug,Smiles,Phases,Disease
4219,Depression,Desipramine,CNCCCN1C2=CC=CC=C2CCC3=CC=CC=C31,APPROVED,mental_and_behavioural_disorder
4220,Opioid Induced Respiratory Depression|Chronic Opioid Use,Naloxone,C=CCN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O,PHASE1,mental_and_behavioural_disorder
4222,Lesch-Nyhan Disease,Ecopipam,CN1CCC2=CC(=C(C=C2C3C1CCC4=CC=CC=C34)O)Cl,PHASE1,mental_and_behavioural_disorder
4223,Alcohol Use Disorder,Lacosamide,CC(=O)NC(COC)C(=O)NCC1=CC=CC=C1,PHASE1,mental_and_behavioural_disorder
4224,Cocaine Addiction,Vigabatrin,C=CC(CCC(=O)O)N,PHASE1,mental_and_behavioural_disorder
4225,Attention Deficit Disorder With Hyperactivity Disease|Hyperkinesis|Attention Deficit and Disruptive Behavior Disorders,Tipepidine,CN1CCCC(=C(C2=CC=CS2)C3=CC=CS3)C1,PHASE1|PHASE2,mental_and_behavioural_disorder
4226,Major Depressive Disorder,Diphenhydramine,CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2,PHASE1,mental_and_behavioural_disorder
4227,Fragile X Syndrome,Minocycline,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,PHASE2,mental_and_behavioural_disorder
4228,Fragile X Syndrome,Lovastatin,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,PHASE2,mental_and_behavioural_disorder
4230,Bipolar Disorder,Thyroxine,C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)CC(C(=O)O)N,PHASE2|PHASE3,mental_and_behavioural_disorder
4231,Post Traumatic Stress Disorder|Alcohol Use Disorder,Zonisamide,C1=CC=C2C(=C1)C(=NO2)CS(=O)(=O)N,PHASE2,mental_and_behavioural_disorder
4232,Treatment Resistant Depression,Liafensine,CN1CC(C2=C(C1)C=C(C=C2)C3=NN=C(C=C3)N)C4=CC5=CC=CC=C5C=C4,PHASE2,mental_and_behavioural_disorder
4233,"Frontotemporal Dementia|Dementia|Aphasia, Primary Progressive|Pick Disease of the Brain|Brain Diseases|Central Nervous System Diseases|Nervous System Diseases|Neurocognitive Disorders|Mental Disorders|Neurodegenerative Diseases|Frontotemporal Lobar Degeneration|TDP-43 Proteinopathies|Proteostasis Deficiencies|Metabolic Disease|Aphasia|Speech Disorders|Language Disorders|Communication Disorders|Neurobehavioral Manifestations|Neurologic Manifestations",Rotigotine,CCCN(CCC1=CC=CS1)C2CCC3=C(C2)C=CC=C3O,PHASE2,mental_and_behavioural_disorder
4234,Postpartum Depression,Brexanolone,CC(=O)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C,APPROVED,mental_and_behavioural_disorder
4235,Bipolar Depression,Cytidine,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O,PHASE2,mental_and_behavioural_disorder
4236,Urinary Incontinence,Litoxetine,C1CNCCC1OCC2=CC3=CC=CC=C3C=C2,PHASE1|PHASE2,mental_and_behavioural_disorder
4237,Perimenopausal Disorder|Depression,Bazedoxifene,CC1=C(N(C2=C1C=C(C=C2)O)CC3=CC=C(C=C3)OCCN4CCCCCC4)C5=CC=C(C=C5)O,APPROVED,mental_and_behavioural_disorder
4238,Attention Deficit Hyperactivity Disorder,Centanafadine,C1C2C1(CNC2)C3=CC4=CC=CC=C4C=C3,PHASE2,mental_and_behavioural_disorder
4239,Alcohol Use Disorder,Ibudilast,CC(C)C1=NN2C=CC=CC2=C1C(=O)C(C)C,PHASE2,mental_and_behavioural_disorder
4240,REM Sleep Behavior Disorder|Pre-motor Parkinson Disease|Symptomatic Parkinson Disease,Carvedilol,COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O,PHASE2,mental_and_behavioural_disorder
4241,Parkinson's Disease|Mpulse Control Disorders,Clonidine,C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl,PHASE2,mental_and_behavioural_disorder
4242,Enuresis|Obstructive Sleep Apnea|Sleep Disordered Breathing,Mometasone,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CCl)O)C)O)Cl)C,APPROVED,mental_and_behavioural_disorder
4243,Treatment Resistant Depression,Propofol,CC(C)C1=C(C(=CC=C1)C(C)C)O,APPROVED,mental_and_behavioural_disorder
4244,Dementia,Fasudil,C1CNCCN(C1)S(=O)(=O)C2=CC=CC3=C2C=CN=C3,PHASE2,mental_and_behavioural_disorder
4245,Perimenopausal Depression,Tibolone,CC1CC2=C(CCC(=O)C2)C3C1C4CCC(C4(CC3)C)(C#C)O,APPROVED,mental_and_behavioural_disorder
4246,Major Depressive Disorder,Buspirone,C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,PHASE2,mental_and_behavioural_disorder
4247,Premenstrual Syndrome|PMS|Healthy|Depression,Dutasteride,CC12CCC3C(C1CCC2C(=O)NC4=C(C=CC(=C4)C(F)(F)F)C(F)(F)F)CCC5C3(C=CC(=O)N5)C,PHASE1,mental_and_behavioural_disorder
4248,Marijuana Abuse,Yohimbine,COC(=O)C1C(CCC2C1CC3C4=C(CCN3C2)C5=CC=CC=C5N4)O,PHASE1,mental_and_behavioural_disorder
4249,Alcohol Use Disorder (AUD)|Post Traumatic Stress Disorder (PTSD),Dexmedetomidine,CC1=C(C(=CC=C1)C(C)C2=CN=CN2)C,PHASE1,mental_and_behavioural_disorder
4250,Depression|Relapsing-remitting Multiple Sclerosis,Fingolimod,CCCCCCCCC1=CC=C(C=C1)CCC(CO)(CO)N,APPROVED,mental_and_behavioural_disorder
4251,Generalized Anxiety Disorder,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,APPROVED,mental_and_behavioural_disorder
4252,Major Depressive Disorder|Depression|Depressive Symptoms|Cardiovascular Disease (CVD)|Coronary Artery Disease (CAD)|Heart Disease,Pentoxifylline,CC(=O)CCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C,PHASE2,mental_and_behavioural_disorder
4253,Respiratory Depression,Morphine,CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O,PHASE2,mental_and_behavioural_disorder
4254,Enuresis,Indomethacin,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,APPROVED,mental_and_behavioural_disorder
4255,Opioid Dependence|Addiction|HIV/AIDS|Tuberculosis|Hepatitis,Isoniazid,C1=CN=CC=C1C(=O)NN,APPROVED,mental_and_behavioural_disorder
4256,Opioid Dependence|Addiction|HIV/AIDS|Tuberculosis|Hepatitis,Rifapentine,CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C6CCCC6)C,APPROVED,mental_and_behavioural_disorder
4257,Depression|Acute Ischemic Stroke,Agomelatine,CC(=O)NCCC1=CC=CC2=C1C=C(C=C2)OC,APPROVED,mental_and_behavioural_disorder
4258,"Depression|Depressive Disorder, Major|Depressive Disorder|Unipolar Depression|Major Depressive Disorder",Lorazepam,C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl,APPROVED,mental_and_behavioural_disorder
4259,Depression|Inflammation,Tofacitinib,CC1CCN(CC1N(C)C2=NC=NC3=C2C=CN3)C(=O)CC#N,PHASE1|PHASE2,mental_and_behavioural_disorder
4260,Behavioural Disturbances|Pain|Dementia|Alzheimer's Dementia|Vascular Dementia,Acetaminophen,CC(=O)NC1=CC=C(C=C1)O,PHASE2,mental_and_behavioural_disorder
4261,Perimenopausal Depression|Depression,Raloxifene,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O,APPROVED,mental_and_behavioural_disorder
4262,Attention Deficit Hyperactivity Disorder,Droxidopa,C1=CC(=C(C=C1C(C(C(=O)O)N)O)O)O,PHASE2,mental_and_behavioural_disorder
4263,Attention Deficit Hyperactivity Disorder,Carbidopa,CC(CC1=CC(=C(C=C1)O)O)(C(=O)O)NN,PHASE2,mental_and_behavioural_disorder
4264,Primary Insomnia,Eszopiclone,CN1CCN(CC1)C(=O)OC2C3=NC=CN=C3C(=O)N2C4=NC=C(C=C4)Cl,APPROVED,mental_and_behavioural_disorder
4265,Bipolar I Depression,Armodafinil,C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)N,PHASE2,mental_and_behavioural_disorder
4266,Cocaine-Related Disorders,Tryptophan,C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)N,PHASE2,mental_and_behavioural_disorder
4267,Dementia|Pain|Agitation,Paracetamol,CC(=O)NC1=CC=C(C=C1)O,PHASE2|PHASE3,mental_and_behavioural_disorder
4268,Dementia|Pain|Agitation,Pregabalin,CC(C)CC(CC(=O)O)CN,PHASE2|PHASE3,mental_and_behavioural_disorder
4269,Attention Deficit Disorder With Hyperactivity,Betahistine,CNCCC1=CC=CC=N1,PHASE1,mental_and_behavioural_disorder
4270,Bipolar Disorder,Felbamate,C1=CC=C(C=C1)C(COC(=O)N)COC(=O)N,PHASE2,mental_and_behavioural_disorder
4271,Depression,Resveratrol,C1=CC(=CC=C1C=CC2=CC(=CC(=C2)O)O)O,APPROVED,mental_and_behavioural_disorder
4272,Disorder of Consciousness,Apomorphine,CN1CCC2=C3C1CC4=C(C3=CC=C2)C(=C(C=C4)O)O,PHASE2,mental_and_behavioural_disorder
4273,Depressive Disorder,Dapagliflozin,CCOC1=CC=C(C=C1)CC2=C(C=CC(=C2)C3C(C(C(C(O3)CO)O)O)O)Cl,PHASE2,mental_and_behavioural_disorder
4274,Depressive Disorder,Atorvastatin,CC(C)C1=C(C(=C(N1CCC(CC(CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4,PHASE2,mental_and_behavioural_disorder
4275,Major Depressive Disorder,Sulforaphane,CS(=O)CCCCN=C=S,APPROVED,mental_and_behavioural_disorder
4276,"Major Depressive Disorder, Recurrent",Filorexant,CC1CCC(CN1C(=O)C2=C(C=CC(=C2)C)C3=NC=CC=N3)COC4=NC=C(C=C4)F,PHASE2,mental_and_behavioural_disorder
4277,Major Depressive Disorder,Tianeptine,CN1C2=CC=CC=C2C(C3=C(S1(=O)=O)C=C(C=C3)Cl)NCCCCCCC(=O)O,APPROVED,mental_and_behavioural_disorder
4278,Dyslipidemias,Pravastatin,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC(CC(CC(=O)O)O)O)O,APPROVED,mental_and_behavioural_disorder
4279,Dyslipidemias,Simvastatin,CCC(C)(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,APPROVED,mental_and_behavioural_disorder
4280,Cocaine Abuse,Disulfiram,CCN(CC)C(=S)SSC(=S)N(CC)CC,PHASE1,mental_and_behavioural_disorder
4281,Amphetamine-Related Disorders,Reserpine,COC1C(CC2CN3CCC4=C(C3CC2C1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC,PHASE1,mental_and_behavioural_disorder
4282,Bipolar Disorder|Alcohol Use Disorder|Dual Diagnosis,Ondansetron,CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C,APPROVED,mental_and_behavioural_disorder
4283,"Depressive Disorder, Treatment-Resistant",Quinidine,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O,PHASE2,mental_and_behavioural_disorder
4284,Behavior and Mental Disorders|Methamphetamine Disorders,Metamfetamine,CC(CC1=CC=CC=C1)NC,PHASE1,mental_and_behavioural_disorder
4285,Behavior and Mental Disorders|Methamphetamine Disorders,Methamphetamine,CC(CC1=CC=CC=C1)NC,PHASE1,mental_and_behavioural_disorder
4286,Major Depressive Disorder,Pexacerfont,CCC(C)NC1=NC(=NC2=C(C(=NN21)C)C3=C(N=C(C=C3)OC)C)C,PHASE1|PHASE2,mental_and_behavioural_disorder
4287,Major Depression|Dysthymia|Depressive Disorder Not Otherwise Specified,Imipramine,CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31,PHASE1|PHASE2,mental_and_behavioural_disorder
4288,Depression,Milnacipran,CCN(CC)C(=O)C1(CC1CN)C2=CC=CC=C2,PHASE2|PHASE3,mental_and_behavioural_disorder
4289,Post-Schizophrenic Depression,Amisulpride,CCN1CCCC1CNC(=O)C2=CC(=C(C=C2OC)N)S(=O)(=O)CC,APPROVED,mental_and_behavioural_disorder
4290,Depression|Hypertension,Candesartan,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)O,APPROVED,mental_and_behavioural_disorder
4291,REM Sleep Behavior Disorder|Parkinson Disease,Idebenone,CC1=C(C(=O)C(=C(C1=O)OC)OC)CCCCCCCCCCO,PHASE2|PHASE3,mental_and_behavioural_disorder
4292,"Post Operative Pain Control|Narcotic Use|Pelvic Organ Prolapse|Urinary Incontinence , Stress|Surgery",Ketorolac,C1CN2C(=CC=C2C(=O)C3=CC=CC=C3)C1C(=O)O,APPROVED,mental_and_behavioural_disorder
4293,Depression|Inflammation,Celecoxib,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F,APPROVED,mental_and_behavioural_disorder
4294,Delirium on Emergence,Sevoflurane,C(OC(C(F)(F)F)C(F)(F)F)F,APPROVED,mental_and_behavioural_disorder
4295,Delirium on Emergence,Isoflurane,C(C(F)(F)F)(OC(F)F)Cl,APPROVED,mental_and_behavioural_disorder
4296,Major Depression,Cimicoxib,COC1=C(C=C(C=C1)C2=C(N=CN2C3=CC=C(C=C3)S(=O)(=O)N)Cl)F,PHASE2,mental_and_behavioural_disorder
4297,Major Depressive Disorder,Selegiline,CC(CC1=CC=CC=C1)N(C)CC#C,APPROVED,mental_and_behavioural_disorder
4299,Depression,Citrulline,C(CC(C(=O)O)N)CNC(=O)N,APPROVED,mental_and_behavioural_disorder
4300,Bipolar Depression,Uridine,C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)O,PHASE2,mental_and_behavioural_disorder
4301,"Depressive Disorder, Major",Rapastinel,CC(C(C(=O)N1CCCC1C(=O)N2CCCC2C(=O)NC(C(C)O)C(=O)N)N)O,PHASE2,mental_and_behavioural_disorder
4302,"Schizophrenia|Treatment Resistant Depression|Aging, Premature",Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,PHASE2,mental_and_behavioural_disorder
4303,"Schizophrenia|Treatment Resistant Depression|Aging, Premature",Quercetin,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,PHASE2,mental_and_behavioural_disorder
4304,Major Depressive Disorder,Iloperidone,CC(=O)C1=CC(=C(C=C1)OCCCN2CCC(CC2)C3=NOC4=C3C=CC(=C4)F)OC,APPROVED,mental_and_behavioural_disorder
4305,Erectile Dysfunction,Vardenafil,CCCC1=NC(=C2N1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)CC)OCC)C,APPROVED,mental_and_behavioural_disorder
4306,"Urinary Incontinence, Urge|Urinary Incontinence|Overactive Bladder|Incontinence, Urge|Incontinence, Urinary|Incontinence",Mirabegron,C1=CC=C(C=C1)C(CNCCC2=CC=C(C=C2)NC(=O)CC3=CSC(=N3)N)O,APPROVED,mental_and_behavioural_disorder
4307,"Depressive Disorder, Treatment-Resistant",Ebselen,C1=CC=C(C=C1)N2C(=O)C3=CC=CC=C3[Se]2,PHASE1,mental_and_behavioural_disorder
4308,Urgency Urinary Incontinence,Vibegron,C1CC(NC1CC2=CC=C(C=C2)NC(=O)C3CCC4=NC=CC(=O)N34)C(C5=CC=CC=C5)O,APPROVED,mental_and_behavioural_disorder
4309,Autism Spectrum Disorders,Arbaclofen,C1=CC(=CC=C1C(CC(=O)O)CN)Cl,PHASE2,mental_and_behavioural_disorder
4310,Attention Deficit Hyperactivity Disorder,Amantadine,C1C2CC3CC1CC(C2)(C3)N,PHASE2,mental_and_behavioural_disorder
4311,Depressive Disorder|Hormone Disturbance,Metyrapone,CC(C)(C1=CN=CC=C1)C(=O)C2=CN=CC=C2,APPROVED,mental_and_behavioural_disorder
4312,Post-Dural Puncture Headache,Pregabalin,CC(C)CC(CC(=O)O)CN,APPROVED,nervous_system_disease
4313,Post-Dural Puncture Headache,Hydrocortisone,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)CO)O)C)O,APPROVED,nervous_system_disease
4314,Post-Dural Puncture Headache,Acetaminophen,CC(=O)NC1=CC=C(C=C1)O,APPROVED,nervous_system_disease
4315,Post-Dural Puncture Headache,Chloroquine,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl,APPROVED,nervous_system_disease
4316,Post-Dural Puncture Headache,Ciclosporin,CCC1C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)C(C(C)CC=CC)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C,APPROVED,nervous_system_disease
4317,Post-Dural Puncture Headache,Diclofenac,C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl,APPROVED,nervous_system_disease
4318,Chemotherapy-Induced Peripheral Neuropathy,Olesoxime,CC(C)CCCC(C)C1CCC2C1(CCC3C2CCC4=CC(=NO)CCC34C)C,PHASE2,nervous_system_disease
4319,Intracranial Aneurysms|Seizure,Levetiracetam,CCC(C(=O)N)N1CCCC1=O,APPROVED,nervous_system_disease
4320,Sleep Disorder,Propofol,CC(C)C1=C(C(=CC=C1)C(C)C)O,APPROVED,nervous_system_disease
4321,Sleep Disorder,Dexmedetomidine,CC1=C(C(=CC=C1)C(C)C2=CN=CN2)C,APPROVED,nervous_system_disease
4322,Parkinson Disease,Liraglutide,CCCCCCCCCCCCCCCC(=O)NC(CCC(=O)NCCCCC(C(=O)NC(CCC(=O)O)C(=O)NC(CC1=CC=CC=C1)C(=O)NC(C(C)CC)C(=O)NC(C)C(=O)NC(CC2=CNC3=CC=CC=C32)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)O)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CCC(=O)N)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(C(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CC5=CC=CC=C5)NC(=O)C(C(C)O)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(C)NC(=O)C(CC6=CN=CN6)N)C(=O)O,PHASE2,nervous_system_disease
4323,Prader-Willi Syndrome|Hyperphagia,Livoletide,CC(C)C1C(=O)NC(C(=O)NC(C(=O)N2CCCC2C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCN=C(N)N)CCC(=O)N)CC3=CN=CN3)CCC(=O)O)CO)CCC(=O)N,PHASE2|PHASE3,nervous_system_disease
4325,Brain and Central Nervous System Tumors|Drug/Agent Toxicity by Tissue/Organ|Lymphoma|Thrombocytopenia,Cyclophosphamide,C1CNP(=O)(OC1)N(CCCl)CCCl,PHASE2,nervous_system_disease
4326,Brain and Central Nervous System Tumors|Drug/Agent Toxicity by Tissue/Organ|Lymphoma|Thrombocytopenia,Etoposide,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,PHASE2,nervous_system_disease
4327,Brain and Central Nervous System Tumors|Drug/Agent Toxicity by Tissue/Organ|Lymphoma|Thrombocytopenia,Carboplatin,C1CC(C1)(C(=O)O)C(=O)O.[NH2-].[NH2-].[Pt+2],PHASE2,nervous_system_disease
4329,Brain and Central Nervous System Tumors|Drug/Agent Toxicity by Tissue/Organ|Lymphoma|Thrombocytopenia,Cytarabine,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O,PHASE2,nervous_system_disease
4330,Back Pain|Acute Pain|Back Spasm Upper Back|Back Strain|Muscle Cramp|Muscle Spasm|Low Back Pain,Tolperisone,CC1=CC=C(C=C1)C(=O)C(C)CN2CCCCC2,PHASE2,nervous_system_disease
4331,Dermatopolymyositis|Interstitial Lung Disease,Pirfenidone,CC1=CN(C(=O)C=C1)C2=CC=CC=C2,APPROVED,nervous_system_disease
4332,"Lymphoma, Non-Hodgkin|HIV Infections",Bleomycin,CC1=C(N=C(N=C1N)C(CC(=O)N)NCC(C(=O)N)N)C(=O)NC(C(C2=CN=CN2)OC3C(C(C(C(O3)CO)O)O)OC4C(C(C(C(O4)CO)O)OC(=O)N)O)C(=O)NC(C)C(C(C)C(=O)NC(C(C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCC[S+](C)C)O,PHASE1,nervous_system_disease
4333,"Lymphoma, Non-Hodgkin|HIV Infections",Vincristine,CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O,PHASE1,nervous_system_disease
4334,"Lymphoma, Non-Hodgkin|HIV Infections",Doxorubicin,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O,PHASE1,nervous_system_disease
4335,"Lymphoma, Non-Hodgkin|HIV Infections",Methotrexate,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O,PHASE1,nervous_system_disease
4336,"Lymphoma, Non-Hodgkin|HIV Infections",Leucovorin,C1C(N(C2=C(N1)N=C(NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O,PHASE1,nervous_system_disease
4338,"Lymphoma, Non-Hodgkin|HIV Infections",Dexamethasone,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C,PHASE1,nervous_system_disease
4339,Emergence Delirium,Clonidine,C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl,PHASE2|PHASE3,nervous_system_disease
4341,Acromegaly,Octreotide,CC(C1C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCCN)CC2=CNC3=CC=CC=C32)CC4=CC=CC=C4)NC(=O)C(CC5=CC=CC=C5)N)C(=O)NC(CO)C(C)O)O,APPROVED,nervous_system_disease
4342,Insomnia,Temazepam,CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3,APPROVED,nervous_system_disease
4343,Prader-Willi Syndrome,Guanfacine,C1=CC(=C(C(=C1)Cl)CC(=O)N=C(N)N)Cl,APPROVED,nervous_system_disease
4344,Parkinson Disease|Movement Disorders|Neuro-Degenerative Disease|Nervous System Diseases|Brain Diseases,Dopamine,C1=CC(=C(C=C1CCN)O)O,PHASE1|PHASE2,nervous_system_disease
4347,Acute Ischemic Stroke,Tirofiban,CCCCS(=O)(=O)NC(CC1=CC=C(C=C1)OCCCCC2CCNCC2)C(=O)O,APPROVED,nervous_system_disease
4348,Chemotherapeutic Agent Toxicity|Cognitive/Functional Effects|Lymphoma|Neurotoxicity|Radiation Toxicity,Procarbazine,CC(C)NC(=O)C1=CC=C(C=C1)CNNC,PHASE2,nervous_system_disease
4349,Alzheimer's Disease,Benfotiamine,CC1=NC=C(C(=N1)N)CN(C=O)C(=C(CCOP(=O)(O)O)SC(=O)C2=CC=CC=C2)C,PHASE2,nervous_system_disease
4350,"Dyslipidemias|Atherosclerosis|Diabetes Mellitus, Type 2",Atorvastatin,CC(C)C1=C(C(=C(N1CCC(CC(CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4,APPROVED,nervous_system_disease
4351,"Dyslipidemias|Atherosclerosis|Diabetes Mellitus, Type 2",Ezetimibe,C1=CC(=CC=C1C2C(C(=O)N2C3=CC=C(C=C3)F)CCC(C4=CC=C(C=C4)F)O)O,APPROVED,nervous_system_disease
4352,Myasthenia Gravis,Albuterol,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O,PHASE2|PHASE3,nervous_system_disease
4353,Myasthenia Gravis,Salbutamol,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O,PHASE2|PHASE3,nervous_system_disease
4354,Parkinson Disease|Depression,Nortriptyline,CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,PHASE2,nervous_system_disease
4355,Abdominal Pain|Inflammatory Bowel Diseases|Eosinophilic Gastroenteritis|Diarrhea|Hematochezia|Weight Loss,Ondansetron,CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C,APPROVED,nervous_system_disease
4356,Attention Deficit Hyperactivity Disorder,Aripiprazole,C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,APPROVED,nervous_system_disease
4357,Cerebral Hypoxia|Postoperative Delirium,Sevoflurane,C(OC(C(F)(F)F)C(F)(F)F)F,APPROVED,nervous_system_disease
4358,Coronary Artery Disease|Pain|Peripheral Nervous System Diseases|Polyneuropathy,Ranolazine,CC1=C(C(=CC=C1)C)NC(=O)CN2CCN(CC2)CC(COC3=CC=CC=C3OC)O,APPROVED,nervous_system_disease
4359,Multiple Sclerosis,Tacrolimus,CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(C=C(C1)C)CC=C)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC,PHASE2,nervous_system_disease
4360,Tourette Syndrome,Valbenazine,CC(C)CC1CN2CCC3=CC(=C(C=C3C2CC1OC(=O)C(C(C)C)N)OC)OC,PHASE2,nervous_system_disease
4361,Stroke|Immunoregulation|Inflammation|Vinpocetine,Aspirin,CC(=O)OC1=CC=CC=C1C(=O)O,PHASE2|PHASE3,nervous_system_disease
4362,Obesity|Prehypertension|Hypertension,Hydrochlorothiazide,C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl,PHASE2,nervous_system_disease
4363,Alzheimer Disease,Flortaucipir,C1=CC2=C(C=C1C3=CN=C(C=C3)F)NC4=C2C=NC=C4,PHASE2,nervous_system_disease
4364,Neurogenic Bladder|Catheter-Related Infections,Octenidine,CCCCCCCCN=C1C=CN(C=C1)CCCCCCCCCCN2C=CC(=NCCCCCCCC)C=C2,PHASE2|PHASE3,nervous_system_disease
4365,"Epilepsy, Partial",Ezogabine,CCOC(=O)NC1=C(C=C(C=C1)NCC2=CC=C(C=C2)F)N,PHASE1,nervous_system_disease
